date,10
2020-01-01 00:00:00,83247.0
2020-01-01 01:00:00,89309.0
2020-01-01 02:00:00,66611.0
2020-01-01 03:00:00,53290.0
2020-01-01 04:00:00,52095.0
2020-01-01 05:00:00,62591.0
2020-01-01 06:00:00,72799.0
2020-01-01 07:00:00,98367.0
2020-01-01 08:00:00,138272.0
2020-01-01 09:00:00,204720.0
2020-01-01 10:00:00,285893.0
2020-01-01 11:00:00,324836.0
2020-01-01 12:00:00,320617.0
2020-01-01 13:00:00,331264.0
2020-01-01 14:00:00,359475.0
2020-01-01 15:00:00,384305.0
2020-01-01 16:00:00,387721.0
2020-01-01 17:00:00,354546.0
2020-01-01 18:00:00,299045.0
2020-01-01 19:00:00,272186.0
2020-01-01 20:00:00,256661.0
2020-01-01 21:00:00,230300.0
2020-01-01 22:00:00,170933.0
2020-01-01 23:00:00,107623.0
2020-01-02 00:00:00,62778.0
2020-01-02 01:00:00,40492.0
2020-01-02 02:00:00,32815.0
2020-01-02 03:00:00,36717.0
2020-01-02 04:00:00,64090.0
2020-01-02 05:00:00,142571.0
2020-01-02 06:00:00,248187.0
2020-01-02 07:00:00,321245.0
2020-01-02 08:00:00,302631.0
2020-01-02 09:00:00,282018.0
2020-01-02 10:00:00,307976.0
2020-01-02 11:00:00,324038.0
2020-01-02 12:00:00,321212.0
2020-01-02 13:00:00,331174.0
2020-01-02 14:00:00,337396.0
2020-01-02 15:00:00,340639.0
2020-01-02 16:00:00,338451.0
2020-01-02 17:00:00,333273.0
2020-01-02 18:00:00,298945.0
2020-01-02 19:00:00,241560.0
2020-01-02 20:00:00,217665.0
2020-01-02 21:00:00,194461.0
2020-01-02 22:00:00,157652.0
2020-01-02 23:00:00,112308.0
2020-01-03 00:00:00,82799.0
2020-01-03 01:00:00,59306.0
2020-01-03 02:00:00,48045.0
2020-01-03 03:00:00,49712.0
2020-01-03 04:00:00,67423.0
2020-01-03 05:00:00,115647.0
2020-01-03 06:00:00,194381.0
2020-01-03 07:00:00,280641.0
2020-01-03 08:00:00,299510.0
2020-01-03 09:00:00,300402.0
2020-01-03 10:00:00,320228.0
2020-01-03 11:00:00,332667.0
2020-01-03 12:00:00,333576.0
2020-01-03 13:00:00,340362.0
2020-01-03 14:00:00,366144.0
2020-01-03 15:00:00,386427.0
2020-01-03 16:00:00,400061.0
2020-01-03 17:00:00,421336.0
2020-01-03 18:00:00,407648.0
2020-01-03 19:00:00,345687.0
2020-01-03 20:00:00,306051.0
2020-01-03 21:00:00,268332.0
2020-01-03 22:00:00,208612.0
2020-01-03 23:00:00,144902.0
2020-01-04 00:00:00,97966.0
2020-01-04 01:00:00,69127.0
2020-01-04 02:00:00,52807.0
2020-01-04 03:00:00,47297.0
2020-01-04 04:00:00,56987.0
2020-01-04 05:00:00,90089.0
2020-01-04 06:00:00,144122.0
2020-01-04 07:00:00,199788.0
2020-01-04 08:00:00,268007.0
2020-01-04 09:00:00,338748.0
2020-01-04 10:00:00,385538.0
2020-01-04 11:00:00,387355.0
2020-01-04 12:00:00,356511.0
2020-01-04 13:00:00,363416.0
2020-01-04 14:00:00,388014.0
2020-01-04 15:00:00,399648.0
2020-01-04 16:00:00,401181.0
2020-01-04 17:00:00,378500.0
2020-01-04 18:00:00,321310.0
2020-01-04 19:00:00,259903.0
2020-01-04 20:00:00,232601.0
2020-01-04 21:00:00,210189.0
2020-01-04 22:00:00,163773.0
2020-01-04 23:00:00,113008.0
2020-01-05 00:00:00,71491.0
2020-01-05 01:00:00,47490.0
2020-01-05 02:00:00,32479.0
2020-01-05 03:00:00,26481.0
2020-01-05 04:00:00,27540.0
2020-01-05 05:00:00,34262.0
2020-01-05 06:00:00,69992.0
2020-01-05 07:00:00,107845.0
2020-01-05 08:00:00,157837.0
2020-01-05 09:00:00,225944.0
2020-01-05 10:00:00,293550.0
2020-01-05 11:00:00,325889.0
2020-01-05 12:00:00,325776.0
2020-01-05 13:00:00,344459.0
2020-01-05 14:00:00,384079.0
2020-01-05 15:00:00,404593.0
2020-01-05 16:00:00,412639.0
2020-01-05 17:00:00,382811.0
2020-01-05 18:00:00,334494.0
2020-01-05 19:00:00,296820.0
2020-01-05 20:00:00,278469.0
2020-01-05 21:00:00,262718.0
2020-01-05 22:00:00,201091.0
2020-01-05 23:00:00,131401.0
2020-01-06 00:00:00,78735.0
2020-01-06 01:00:00,51570.0
2020-01-06 02:00:00,40050.0
2020-01-06 03:00:00,42615.0
2020-01-06 04:00:00,72065.0
