날짜,시간,10,100,101,120,121,140,150,160,200,201,251,270,300,301,351,352,370,400,450,500,550,600,650,652,1000,1020,1040,1100,1200,1510,2510,3000,4510,5510,6000,holiday
20200101,0,83247.0,19128.0,2611.0,5161.0,1588.0,892.0,32263.0,1636.0,7938.0,1894.0,14957.0,3527.0,11174.0,2930.0,8640.0,14175.0,2035.0,5231.0,18492.0,48520.0,15393.0,16628.0,8804.0,2790.0,38657.0,1311.0,3482.0,11299.0,7072.0,1176.0,3810.0,748.0,3920.0,2133.0,3799.0,1
20200101,1,89309.0,19027.0,3337.0,5502.0,1650.0,1043.0,35609.0,1644.0,9896.0,1967.0,14682.0,3420.0,13884.0,3062.0,8349.0,15654.0,2417.0,5483.0,15283.0,57904.0,15834.0,19785.0,8483.0,3381.0,45759.0,1162.0,3849.0,13180.0,8771.0,1283.0,3763.0,782.0,3483.0,2057.0,4010.0,1
20200101,2,66611.0,14710.0,2970.0,4631.0,1044.0,921.0,26821.0,1104.0,9343.0,1838.0,11120.0,3587.0,17141.0,3255.0,7025.0,12520.0,1859.0,5058.0,14327.0,53876.0,13866.0,24501.0,8167.0,2670.0,27425.0,768.0,2299.0,7986.0,5426.0,1536.0,3229.0,491.0,2634.0,1526.0,3388.0,1
20200101,3,53290.0,13753.0,2270.0,4242.0,1021.0,790.0,21322.0,909.0,10009.0,1630.0,9836.0,3842.0,20715.0,2661.0,7226.0,9821.0,1724.0,4863.0,12787.0,51615.0,13528.0,28695.0,9459.0,2325.0,18893.0,632.0,1716.0,5703.0,3156.0,1104.0,2882.0,431.0,2488.0,1268.0,3686.0,1
20200101,4,52095.0,17615.0,2406.0,3689.0,1840.0,922.0,22711.0,1354.0,15497.0,1264.0,10668.0,4559.0,28308.0,2894.0,8201.0,9038.0,960.0,5166.0,11479.0,47424.0,18156.0,26977.0,10944.0,3583.0,18135.0,875.0,2421.0,5816.0,2933.0,1206.0,2433.0,499.0,2952.0,1927.0,5608.0,1
20200101,5,62591.0,24078.0,3981.0,4219.0,5097.0,1371.0,32685.0,2259.0,24216.0,1313.0,13554.0,4519.0,36752.0,4178.0,9800.0,9742.0,1212.0,5676.0,10886.0,40400.0,19010.0,27132.0,12024.0,6024.0,23685.0,1229.0,4420.0,8594.0,3570.0,1941.0,2909.0,649.0,3620.0,2798.0,10466.0,1
20200101,6,72799.0,25743.0,4381.0,6012.0,8153.0,1416.0,39633.0,2293.0,17316.0,1607.0,13444.0,4290.0,23213.0,3887.0,10213.0,13504.0,2259.0,7197.0,13685.0,43400.0,16905.0,25045.0,15647.0,6399.0,30936.0,1459.0,5494.0,11482.0,4718.0,2158.0,3273.0,850.0,4107.0,2895.0,10407.0,1
20200101,7,98367.0,27781.0,2999.0,7329.0,3232.0,1444.0,44490.0,2306.0,4632.0,2616.0,17202.0,4726.0,7236.0,4051.0,11848.0,18750.0,3087.0,9638.0,19582.0,47692.0,23155.0,16320.0,13955.0,3101.0,39330.0,1781.0,5243.0,11520.0,5186.0,1583.0,4986.0,1218.0,4702.0,2727.0,5933.0,1
20200101,8,138272.0,40870.0,5948.0,11362.0,6694.0,2230.0,65776.0,3867.0,16957.0,3481.0,24922.0,7581.0,26225.0,6988.0,19541.0,24882.0,4448.0,13893.0,26331.0,63430.0,32917.0,20268.0,35563.0,8469.0,54551.0,2500.0,7057.0,15965.0,7573.0,3127.0,7493.0,1573.0,7166.0,4118.0,12344.0,1
